_id	name	gender	culture	born	died	titles	aliases	father	mother	spouse	allegiances	books	povBooks	tvSeries	playedBy
characters:1155	Allard Seaworth	Male			In 299 AC, at Blackwater Bay	Captain of the Lady Marya					House Seaworth of Cape Wrath	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1156	Alvyn Sharp	Male	Ironborn								House Sharp	A Feast for Crows			
characters:1157	Alyce	Female										A Storm of Swords,A Feast for Crows			
characters:1158	Alyn	Female			In 298 AC, at Riverlands						House Stark of Winterfell	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Dance with Dragons			
characters:1159	Alyn	Female					Sour Alyn				House Bolton of the Dreadfort	A Dance with Dragons			
characters:116	Andar Royce	Male	Valemen	At Runestone		Ser					House Royce of Runestone	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1160	Alysanne Bracken	Female									House Bracken of Stone Hedge	A Dance with Dragons			
characters:1161	Amabel	Female									House Whent of Harrenhal	A Clash of Kings,A Storm of Swords			
characters:1162	Ambrode	Male	Ironborn									A Clash of Kings			
characters:1163	Andrey Dalt	Male	Dornish			Ser	Drey				House Dalt of Lemonwood	A Feast for Crows			
characters:1164	Andrik	Male	Ironborn			Lord of Southshield	Andrik the Unsmiling				House Drumm of Old Wyk	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1165	Anguy	Male		At Dornish Marches			The Archer					A Game of Thrones,A Storm of Swords,A Feast for Crows		Season 3	Philip McGinley
characters:1166	Areo Hotah	Male	Norvos	In 257 AC or before, at Norvos		Captain of the Guard at Sunspear					House Nymeros Martell of Sunspear	A Game of Thrones,A Clash of Kings,A Storm of Swords	A Feast for Crows,A Dance with Dragons	Season 5	DeObia Oparei
characters:1167	Argrave the Defiant	Male		At Nunny		Ser					House Butterwell	The Mystery Knight			
characters:1168	Armen	Male					Armen the Acolyte					A Feast for Crows			
characters:1169	Armistead Vance	Male	Andal									The World of Ice and Fire			
characters:117	Anders Yronwood	Male				Lord of Yronwood,The Bloodroyal,Warden of the Stone Way					House Yronwood of Yronwood	A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1170	Arneld	Male				Ser						A Clash of Kings			
characters:1171	Arnell	Male				Ser						A Clash of Kings			
characters:1172	Arron	Male		At Fair Isle								A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1173	Arryk	Male					Left or "Right"				House Tyrell of Highgarden	A Storm of Swords,A Feast for Crows			
characters:1174	Arson	Male	Free Folk				Arson Iceaxe					A Storm of Swords			
characters:1175	Arya Flint	Female	Northern mountain clans							characters:917	House Flint  of the mountains,House Stark of Winterfell	The World of Ice and Fire			
characters:1176	Assadora	Female	Ibbenese	At Ibben			Assadora of Ibben					A Feast for Crows			
characters:1177	Aurane Waters	Male	Valyrian	In 277 AC or 278 AC		Grand admiral (master of ships),Lord of the Waters	Bastard of Driftmark,Lord Waters				House Velaryon of Driftmark	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1178	Ayrmidon	Male	Valyrian									A Game of Thrones			
characters:1179	Azor Ahai	Male	Asshai				Warrior of Light,Son of Fire,Warrior of Fire			characters:1757		A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:118	Andrew Estermont	Male				Ser					House Estermont of Greenstone	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1180	Azzak	Male	Ghiscari	At Meereen		Cupbearer						A Dance with Dragons			
characters:1181	Bael	Male	Free folk			King-Beyond-the-Wall	Bael the Bard,Sygerrik of Skagos					A Clash of Kings,A Storm of Swords,The World of Ice and Fire			
characters:1182	Baelish	Male	Braavosi								House Corbray of Heart's Home	A Storm of Swords			
characters:1183	Balaq	Male	Summer Islander				Black Balaq					A Dance with Dragons			
characters:1184	Ballabar	Male				Maester					House Redwyne of the Arbor	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1185	Bandy	Female	Northmen								House Stark of Winterfell	A Clash of Kings,A Feast for Crows			
characters:1186	Bannen	Male		At or near White Harbor	In 299 AC, at Craster's Keep							A Clash of Kings,A Storm of Swords			
characters:1187	Barbara Bracken	Female									House Bracken of Stone Hedge	A Dance with Dragons			
characters:1188	Barra	Female		In 298 AC, at King's Landing	In 299 AC, at King's Landing						House Baratheon of Storm's End	A Game of Thrones,A Clash of Kings,A Dance with Dragons			
characters:1189	Barsena	Female	Ghiscari	In 270 AC (roughly)	In 300 AC, at Meereen		Barsena Blackhair					A Dance with Dragons			
characters:119	Andrey Charlton	Male			In 299 AC, at the Riverlands	Ser					House Charlton	A Clash of Kings			
characters:1190	Barth	Male									House Stark of Winterfell	A Clash of Kings			
characters:1191	Bearded Ben	Male										A Feast for Crows,A Dance with Dragons			
characters:1192	Beardless Dick	Male										A Storm of Swords,A Feast for Crows			
characters:1193	Becca	Female									House Arryn of the Eyrie	A Game of Thrones			
characters:1194	Becca	Female			At Riverlands		Becca the Baker					A Storm of Swords			
characters:1195	Beck	Male		In 299 AC	At Donnelwood	Goodman						A Storm of Swords			
characters:1196	Bedwyck	Male					Giant					A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1197	Belandra	Female									House Nymeros Martell of Sunspear	A Feast for Crows			
characters:1198	Belaquo	Male	Ghiscari				Belaquo Bonebreaker					A Dance with Dragons			
characters:1199	Beldecar	Male										A Storm of Swords			
characters:12	Balon Greyjoy	Male			299 AC, at Pyke	Iron King,King of the Isles and the North,King of Salt and Rock,Son of the Sea Wind,Lord Reaper of Pyke,The Greyjoy,Captain of the Great Kraken	Balon the Brave,Balon the Blessed,Balon the Twice Crowned,Balon the Widowmaker,The Kraken King	characters:836		characters:66		A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 2,Season 3	Patrick Malahide
characters:120	Andros Brax	Male			In 298 AC, at Riverrun	Lord of Hornvale					House Brax of Hornvale	A Game of Thrones,A Storm of Swords			
characters:1200	Belis	Male			At King's Landing	Wisdom						A Storm of Swords			
characters:1201	Bella	Female		In 283 AC, at Stoney Sept								A Storm of Swords,A Feast for Crows			
characters:1202	Bellegere Otherys	Female	Braavosi				the Black Pearl of Braavos					A Feast for Crows,The World of Ice and Fire			
characters:1203	Bellegere Otherys	Female	Braavosi				Black Pearl,Brown Pearl					A Feast for Crows			
characters:1204	Bellonara Otherys	Female	Braavosi				Black Pearl of Braavos					A Feast for Crows			
characters:1205	Belwas	Male	Meereenese				Strong Belwas,Belwas the Strong				House Targaryen of King's Landing	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1206	Ben	Male		In 293 AC or 294 AC, at the riverlands								A Feast for Crows			
characters:1207	Ben	Male					Ben Blackthumb				House Lannister of Casterly Rock,House Whent of Harrenhal	A Clash of Kings,A Feast for Crows			
characters:1208	Ben	Male					Ben Bones				House Bolton of the Dreadfort	A Dance with Dragons			
characters:1209	Benedict	Male				Archmaester						A Feast for Crows			
characters:121	Androw Ashford	Male	Reach	At Ashford		Ser					House Ashford of Ashford	The Hedge Knight			
characters:1210	Bennet	Male				Septon						A Feast for Crows			
characters:1211	Beqqo	Male	Braavosi									A Feast for Crows			
characters:1212	Bess Bracken	Female									House Bracken of Stone Hedge	A Dance with Dragons			
characters:1213	Bessa	Female			At Hag's Mire							A Storm of Swords			
characters:1214	Bessa	Female	Northmen									A Game of Thrones			
characters:1215	Bethany	Female	Braavosi				Blushing Bethany					A Feast for Crows			
characters:1216	Bethany Fair-Fingers	Female										A Storm of Swords			
characters:1217	Betharios	Female					Betharios of Braavos			characters:1004	House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:1218	Bhakaz zo Loraq	Male	Ghiscari	At Meereen		Cupbearer						A Dance with Dragons			
characters:1219	Bharbo	Male	Dothraki			Khal						A Game of Thrones			
characters:122	Androw Frey	Male		In 295 AC or 296 AC							House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows			
characters:1220	Big Belly Ben	Male					Big Belly Ben					A Storm of Swords			
characters:1221	Big Boil	Male	Free Folk									A Storm of Swords,A Feast for Crows			
characters:1222	Biter	Male			In 300 AC, at the inn at the crossroads							A Clash of Kings,A Storm of Swords,A Feast for Crows		Season 1,Season 2,Season 4	Unknown extra,Gerard Jordan
characters:1223	Black Bernarr	Male										A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1224	Blane	Male										A Clash of Kings,A Storm of Swords			
characters:1225	Bloodbeard	Male										A Dance with Dragons			
characters:1226	Bluetooth	Male	Ironborn								House Greyjoy of Pyke	A Clash of Kings,A Feast for Crows			
characters:1227	Bodger	Male	Free Folk									A Storm of Swords,A Feast for Crows			
characters:1228	Borcas	Male										A Game of Thrones			
characters:1229	Borroq	Male	Free folk									A Dance with Dragons			
characters:123	Annara Farring	Female				Lady				characters:1093	House Farring,House Frey of the Crossing	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1230	Bors	Male									House Nymeros Martell of Sunspear	A Feast for Crows			
characters:1231	Boy	Male		At 284 AC								A Storm of Swords,A Feast for Crows			
characters:1232	Brea	Female	Braavosi									A Feast for Crows			
characters:1233	Brella	Female									House Baratheon of Storm's End,House Lannister of Casterly Rock	A Storm of Swords,A Feast for Crows			
characters:1234	Brenett	Male				Maester					House Frey of the Crossing	A Storm of Swords			
characters:1235	Briar	Female	Free Folk									A Dance with Dragons			
characters:1236	Brogg	Male	Free Folk									A Dance with Dragons			
characters:1237	Brown Bernarr	Male			In 299 AC, at Fist of the First Men							A Clash of Kings,A Storm of Swords			
characters:1238	Brusco	Male	Braavosi				Big Brusco					A Feast for Crows,A Dance with Dragons			
characters:1239	Bryan of Oldtown	Male	Reach	At Oldtown								The World of Ice and Fire			
characters:124	Antario Jast	Male				Lord				characters:616	House Jast	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1240	Bryen	Male		In or before 220 AC							House Baelish of the Fingers	A Storm of Swords			
characters:1241	Brynden Blackwood	Male									House Blackwood of Raventree Hall	A Dance with Dragons			
characters:1242	Brynden Rivers	Male	Valyrian	In 175 AC, at King's Landing	In 252 AC(presumed), at beyond the Wall	Ser,Hand of the King,Lord Commander of the Night's Watch	Lord Bloodraven,The three-eyed crow				House Targaryen of King's Landing	A Feast for Crows,The Sworn Sword,The Mystery Knight,A Dance with Dragons,The World of Ice and Fire		Season 4	Struan Rodger
characters:1243	Bump	Male	Free folk									A Dance with Dragons			
characters:1244	Butterbumps	Male					Butterbumps				House Tyrell of Highgarden	A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1245	Buu	Unknown										A Game of Thrones			
characters:1246	Byam Flint	Male			In 299 AC, at Craster's Keep	Ser						A Storm of Swords			
characters:1247	Byan Votyris	Male	Norvoshi									A Game of Thrones			
characters:1248	Byren Flowers	Male				Ser	Black Byren Flowers					The Sworn Sword			
characters:1249	Byron	Male				Ser	Byron the Beautiful				House Baelish of the Fingers	A Feast for Crows,A Dance with Dragons			
characters:125	Anya Waynwood	Female				Lady of Ironoaks					House Waynwood of Ironoaks	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons		Season 4	Paola Dionisotti
characters:1250	Cadwyl	Male	Ironborn								House Greyjoy of Pyke	A Clash of Kings,A Storm of Swords			
characters:1251	Cadwyn	Male				Ser					House Lannister of Casterly Rock	A Clash of Kings			
characters:1252	Cafferen	Male			In 282 AC, at Ashford	Lord					House Cafferen of Fawnton	A Storm of Swords			
characters:1253	Caleotte	Male				Maester					House Nymeros Martell of Sunspear	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1254	Calon	Male	Northmen								House Stark of Winterfell	A Clash of Kings			
characters:1255	Camarron	Male	Ghiscari		At Meereen		Camarron of the Count					A Dance with Dragons			
characters:1256	Carrot	Male									House Royce of the Gates of the Moon	A Feast for Crows			
characters:1257	Cass	Female										A Storm of Swords,A Feast for Crows			
characters:1258	Castos	Male				Archmaester						A Feast for Crows			
characters:1259	Catelyn Bracken	Female									House Bracken of Stone Hedge	A Dance with Dragons			
characters:126	Archibald Yronwood	Male				Ser	Big Man,Ser Greenguts				House Yronwood of Yronwood	A Dance with Dragons			
characters:1260	Cayn	Male	Northmen		In 298 AC, at King's Landing						House Stark of Winterfell	A Game of Thrones,A Clash of Kings			
characters:1261	Cedra	Female									House Nymeros Martell of Sunspear	A Feast for Crows			
characters:1262	Cellador	Male				Septon						A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1263	Cerrick	Male	Ironborn			Maester	The Grey Pup				House Webber of Coldmoat	The Sworn Sword			
characters:1264	Cetheres	Male				Archmaester						A Feast for Crows			
characters:1265	Chataya	Female	Summer Isles									A Game of Thrones,A Clash of Kings,A Storm of Swords			
characters:1266	Chella daughter of Cheyk	Female	Mountain clans									A Game of Thrones,A Clash of Kings,A Storm of Swords		Season 1	
characters:1267	Chett	Male		At Hag's Mire	In 299 AC, at Fist of the First Men							A Game of Thrones,A Clash of Kings	A Storm of Swords		
characters:1268	Cheyk	Female										A Game of Thrones,A Clash of Kings,A Dance with Dragons			
characters:1269	Chiggen	Male			In 298 AC, at Mountains of the Moon							A Game of Thrones			
characters:127	Ardrian Celtigar	Male		In 229 AC or later		Lord of Claw Isle	the Red Crab				House Celtigar of Claw Isle	A Clash of Kings,A Storm of Swords			
characters:1270	Chiswyck	Male			In 299 AC, at Harrenhal						House Clegane	A Clash of Kings,A Storm of Swords			
characters:1271	Clarence Crabb	Male				Ser					House Crabb	A Feast for Crows			
characters:1272	Clegane	Male				Ser,Knight of Clegane's Keep					House Clegane,House Lannister of Casterly Rock	A Clash of Kings			
characters:1273	Clement	Male		In 251 AC or 252 AC		Brother						A Feast for Crows			
characters:1274	Cleon	Male	Astapori		In 300 AC, at Astapor	King of Astapor	Cleon the Great,The Butcher King,King Cleaver					A Storm of Swords,A Feast for Crows,A Dance with Dragons			
characters:1275	Cleos Frey	Male		In or between 258 AC and 275 AC, at Casterly Rock	In 299 AC, at Riverlands	Ser				characters:550	House Frey of the Crossing,House Lannister of Casterly Rock	A Game of Thrones,A Clash of Kings,A Storm of Swords,A Feast for Crows,A Dance with Dragons			
